j_name,seed,a5_init,final_states,stable_tracks,geo_score,node_count,edge_count,component_count,largest_component,mean_geodesic_d,max_geodesic_d,clustering_coeff,mean_edge_K,sparsity,diameter,e_per_n,regime,final_avg_memory
icosahedral_a5,7,False,120,31,0.8282281049012916,31,63,1,31,3.446347044262391,6.842504872556915,0.4150537634408602,0.342917765997041,0.8645,6.8425,2.032,geometrisch,0.3786318933576609
icosahedral_a5,8,False,120,36,0.8285911111111113,36,64,1,36,4.312295767802798,10.839014962358078,0.35555555555555557,0.37255755662579165,0.8984,10.839,1.778,geometrisch,0.3629366020776328
icosahedral_a5,9,False,120,26,0.8137063228385963,26,44,2,25,3.8071843322297996,9.335237476028471,0.40613553113553114,0.35865686877913294,0.8646,9.3352,1.692,geometrisch,0.4326238518541975
icosahedral_a5,10,False,120,32,0.7783664380333798,32,47,7,26,3.604957332096168,8.262833124778112,0.3508928571428571,0.3857454729096741,0.9052,8.2628,1.469,geometrisch,0.3771206637259022
icosahedral_a5,11,False,120,31,0.7907084028452058,31,52,2,30,3.5328672888549613,6.962504206264521,0.3436251920122888,0.3651208380362542,0.8882,6.9625,1.677,geometrisch,0.3454627908622847
icosahedral_a5,12,False,120,27,0.7932313580246914,27,41,1,27,4.5833763878339155,11.862110172495433,0.3234567901234568,0.37262508614054685,0.8832,11.8621,1.519,geometrisch,0.3923362932959183
icosahedral_a5,13,False,120,27,0.7839782716049383,27,38,1,27,5.089136713577924,11.339267903266276,0.32469135802469135,0.38497750449889184,0.8917,11.3393,1.407,geometrisch,0.3319061982709956
icosahedral_a5,14,False,120,36,0.7821798019423167,36,68,7,29,3.0723283139786077,6.7500269308941805,0.3062169312169312,0.3544110461986977,0.8921,6.75,1.889,geometrisch,0.19034826401292929
icosahedral_a5_a5init,0,True,120,37,0.8539813645832112,37,76,2,36,3.8155639712009015,10.263333950059048,0.4301158301158301,0.37584652321579204,0.8859,10.2633,2.054,geometrisch,0.3806574757872622
rf_weighted,0,False,120,38,0.755006439308795,38,59,8,17,2.5730871821658736,6.435078682903558,0.5891604010025062,0.3590477782317855,0.9161,6.4351,1.553,geometrisch,0.2192978679012789
rf_weighted,1,False,120,39,0.555896468791851,39,28,17,11,2.9664627091703504,7.21652787922385,0.16666666666666666,0.351367572935243,0.9622,7.2165,0.718,geometrisch,0.21478473096457193
rf_weighted,2,False,35,41,0.5360853718160645,41,36,14,9,2.463258655833487,7.296391463704015,0.21951219512195122,0.3685718205335724,0.9561,7.2964,0.878,geometrisch,0.46104262896377834
rf_weighted,3,False,120,105,0.6909037759301317,105,785,16,86,2.652155711251055,7.553513530092223,0.5146132851712282,0.3591267617393931,0.8562,7.5535,7.476,geometrisch,0.345514974755214
rf_weighted,4,False,34,39,0.647349726485309,39,42,15,13,2.467657777569425,5.911698579744826,0.488034188034188,0.371336463308816,0.9433,5.9117,1.077,geometrisch,0.4376731732782843
rf_weighted,5,False,120,37,0.5077334863882345,37,35,14,8,1.8928895475845073,4.115678925777924,0.24504504504504504,0.3547531660020608,0.9474,4.1157,0.946,geometrisch,0.23979403441958091
rf_weighted,6,False,35,40,0.6932883104887496,40,46,13,16,3.121766209774991,8.795669329882031,0.37,0.37979198405110176,0.941,8.7957,1.15,geometrisch,0.4528493694586787
rf_weighted,7,False,31,33,0.47281515199326535,33,30,14,6,1.4533818277440937,3.612412810747571,0.30303030303030304,0.35981784648388293,0.9432,3.6124,0.909,geometrisch,0.48192030565018207
rf_weighted,8,False,34,41,0.485142389535755,41,35,15,7,1.5786559207964006,3.4379572984255873,0.2967479674796748,0.37700532118629887,0.9573,3.438,0.854,geometrisch,0.4556558062526719
