j_name,seed,final_states,final_avg_p,final_avg_memory,final_max_memory,track_count,stable_tracks,node_count,edge_count,density,component_count,largest_component,mean_degree,max_degree,degree_std,mean_weighted_degree,mean_edge_K,mean_edge_d,mean_geodesic_d,max_geodesic_d,closeness_mean,clustering_coefficient,triangle_count,effective_dim,mds_cumvar_top5,gromov_delta_max,gromov_delta_mean,gromov_samples,mean_K_asymmetry,prop_monotone,prop_gradual,prop_local,prop_continuous,prop_symmetric,prop_cutoff,prop_resonant,prop_random_like,prop_long_range,prop_norm_family,prop_comment,geometry_quality,icosahedrality,comath_property_score,classification
power,13,120,0.1304612035765349,0.3985288840778654,0.5047668567422962,133,20,20,32,0.16842105263157894,3,14,3.2,4,1.2489995996796797,1.3907371949598475,0.4346053734249523,0.8965509650102998,3.2642936290697597,8.984349605767443,0.5238223166148005,0.6333333333333333,21,2,0.7764;0.9243,0.3875589372727848,0.013090946370751555,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,1.0,0.721025235454694,1.0,ICO_CANDIDATE
power,14,120,0.09743500195563638,0.4359466255739379,0.5037802859693944,153,18,18,17,0.1111111111111111,4,15,1.8888888888888888,5,1.3698697784375504,0.6371883883537983,0.33733502912848146,1.1143626567838387,3.944076616737405,9.480584850291525,0.22059782453010499,0.1259259259259259,2,4,0.531;0.6965;0.8621;0.9779,1.1858165320182605,0.059290826600913255,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,1.0,0.5241234231094615,1.0,ICO_CANDIDATE
power,15,120,0.09214695978140951,0.4527509646814515,0.5047668567422962,152,16,16,13,0.10833333333333334,6,5,1.625,3,0.8569568250501305,0.7552416425717535,0.4647640877364637,0.8041692464105279,1.1285995206706956,2.5686990243493817,1.0870438062923249,0.3541666666666667,3,5,0.3128;0.5381;0.7183;0.8721;0.958,0.037336825798767403,0.013441257287556265,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,0.9800000000000001,0.5305939856910662,1.0,ICO_CANDIDATE
power,16,120,0.13974114656359327,0.28970256123677024,0.5047668567422962,145,23,23,36,0.1422924901185771,2,21,3.130434782608696,5,1.2616189676997311,1.3303297543175279,0.42496644929587696,0.9014857790931321,3.827287223271347,10.089804175485435,0.4176548165951975,0.5159420289855072,18,2,0.7788;0.9449,0.37574251545153636,0.021374521471975192,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,0.9896163682864451,0.6605603083807522,1.0,ICO_CANDIDATE
power,17,120,0.11179522607511284,0.4541713625932684,0.5047668567422962,135,18,18,20,0.13071895424836602,3,10,2.2222222222222223,4,1.1811273125260722,0.8683591531502868,0.39076161891762906,0.9813611130385778,2.3760032844237866,5.678082339269613,0.4539909678119645,0.2777777777777778,4,2,0.7788;0.9165,0.6345435335540608,0.04908879396864719,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,1.0,0.5984384975675149,1.0,ICO_CANDIDATE
power,18,120,0.10598124079054398,0.440036861416038,0.5047668567422962,137,16,16,14,0.11666666666666667,5,6,1.75,4,1.14564392373896,0.6918269593730946,0.3953296910703397,0.9697716719599969,1.9621299498770346,4.703549493502473,0.5254220540322416,0.21875,4,4,0.5023;0.7396;0.8576;0.9456,0.06446587667590598,0.007735905201108748,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,0.99,0.5349766189721563,1.0,ICO_CANDIDATE
power,19,120,0.11546663013546156,0.30692594421957026,0.5047668567422962,147,24,24,33,0.11956521739130435,6,14,2.75,7,1.8763883748662837,1.2198357765358574,0.44357664601303903,0.8764032802256935,2.5892060035394073,6.98824277762602,0.4148946822977418,0.5087301587301587,22,5,0.5803;0.7415;0.8099;0.8783;0.9467,0.17765337265548964,0.007701797668391957,300,0.0,1,1,1,1,1,0,0,0,moderate,coordinate-power,S8 agnosticity power candidate,1.0,0.6296798163293403,1.0,ICO_CANDIDATE
asymmetric,0,120,0.08402544796801022,0.3595308855655328,0.5047668567422962,237,22,22,34,0.1471861471861472,4,10,3.090909090909091,6,1.275969895238018,0.9559480319785885,0.309277304463661,1.1851284254407048,2.327688292068013,6.385547018452156,0.5748088068989863,0.5772727272727273,21,3,0.4764;0.7992;0.9539,0.9674405565982758,0.09146750477054563,271,0.25910894786249733,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.6573647367243824,1.0,ICO_CANDIDATE
asymmetric,1,120,0.06408966145052417,0.14566447678819328,0.49201118514031505,335,10,10,5,0.1111111111111111,5,3,1,2,0.4472135954999579,0.3653765160889334,0.3653765160889334,1.0180641838008997,1.1556369827594735,1.8435009775523423,0.8218130159633638,0.0,0,4,0.3133;0.5568;0.7954;0.9351,nan,nan,0,0.3539408713031033,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.78,0.39076777055189144,1.0,GOOD_PROTO_GEOMETRY
asymmetric,2,120,0.07591099108480978,0.37941444824246856,0.5047668567422962,228,16,16,17,0.14166666666666666,5,6,2.125,4,0.9921567416492215,0.6673528916608982,0.3140484196051285,1.1699574567538196,1.7389711601330127,3.7439974268846736,0.66956529257229,0.625,7,4,0.3908;0.6671;0.8514;0.9459,0.622173552233509,0.12130211712311627,300,0.24556449268776787,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.590200129471772,1.0,ICO_CANDIDATE
asymmetric,3,120,0.07449865217955495,0.374145304155028,0.5047668567422962,224,12,12,8,0.12121212121212122,6,4,1.3333333333333333,3,1.1055415967851332,0.4339399555567111,0.3254549666675333,1.1272446169415349,1.6144206381457216,3.4989185174790736,0.44494085285083024,0.2777777777777778,2,5,0.4167;0.6284;0.7378;0.8472;0.9567,0.4186959265097292,0.2122157435734246,146,0.2873048405912956,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.93,0.5707724773724594,1.0,ICO_CANDIDATE
asymmetric,4,120,0.08378768782130945,0.32610525725652445,0.494348479455946,199,15,15,17,0.1619047619047619,2,14,2.2666666666666666,4,0.9977753031397177,0.6899393304624756,0.3043849987334451,1.2001046479929787,4.224061418031205,10.096269763941361,0.2293391444578504,0.23333333333333334,2,2,0.7005;0.9665,1.0099238658046499,0.06415693629809753,300,0.24093830668079072,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.9862745098039215,0.6331308989800954,1.0,ICO_CANDIDATE
asymmetric,5,120,0.08564035753398962,0.39540977909971003,0.5043358543349596,210,15,15,10,0.09523809523809523,6,5,1.3333333333333333,3,0.7888106377466154,0.40717911350223934,0.3053843351266795,1.1991539001666234,1.9861587561559308,3.915439013248835,0.5694549770551104,0.15555555555555556,1,5,0.3561;0.5874;0.7554;0.8603;0.945,4.440892098500626e-16,1.4506914188435379e-16,300,0.25420666524800695,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.9500000000000001,0.5007315527394479,1.0,ICO_CANDIDATE
asymmetric,6,120,0.06874920345921291,0.27057202945942976,0.47643470337324184,223,22,22,27,0.11688311688311688,3,14,2.4545454545454546,5,1.1570838237598051,0.7142710825143465,0.2909993299132522,1.2434435431234674,3.4616394017078447,8.895807458288624,0.3702416881501046,0.14242424242424243,5,2,0.6332;0.9284,1.352920351229043,0.07150508550384449,300,0.24434891075005705,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.5731523347568307,1.0,ICO_CANDIDATE
asymmetric,7,120,0.0827218762630589,0.16962979208943418,0.4953534912360462,268,23,23,45,0.17786561264822134,2,22,3.9130434782608696,7,1.7423882530012067,1.2122309041008437,0.3097923421591045,1.180301899978366,4.8013904805448275,13.454372163854352,0.21098514841378402,0.5020703933747412,30,2,0.657;0.9763,1.0779800218920292,0.04025692572072959,300,0.28905147368259976,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.9824552429667519,0.6227737316259311,1.0,ICO_CANDIDATE
asymmetric,8,120,0.08209938517292667,0.2775752884501265,0.5047668567422962,240,23,23,42,0.16600790513833993,5,9,3.652173913043478,8,2.276700428101921,1.2411942659323154,0.3398508109100387,1.0905601071688988,1.3703508249933063,2.6213556683392776,0.7866116525056777,0.5093167701863354,48,4,0.3754;0.6163;0.7936;0.9157,0.575936525438371,0.13400195650156213,270,0.3158462118774884,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.5204924073745473,1.0,ICO_CANDIDATE
asymmetric,9,120,0.06333613638036906,0.25161375508291584,0.501066470290878,214,20,20,24,0.12631578947368421,5,7,2.4,4,1.0677078252031311,0.7484649645615687,0.31186040190065367,1.1807258591811642,1.7906406566999875,4.005845050352159,0.6271207516693917,0.6666666666666666,9,4,0.3748;0.6554;0.8672;0.9439,0.5872500758117198,0.21096520116121373,137,0.2424361218532385,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.5793886795983975,1.0,ICO_CANDIDATE
asymmetric,10,120,0.07824473820461933,0.35068973729963776,0.48798075750834247,278,19,19,38,0.2222222222222222,6,11,4,10,2.9379548919900764,1.4039574361434624,0.3509893590358656,1.0687730057747304,1.5563209870851564,2.6049839455283608,0.5143399792636892,0.6221804511278195,51,6,0.4715;0.6363;0.7171;0.7978;0.8785,0.6201218530350661,0.11067291193704787,300,0.31466072282416396,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,0.9872727272727273,0.6219725817112911,1.0,ICO_CANDIDATE
asymmetric,11,120,0.057801885879440136,0.15878220773135043,0.4618003865334441,270,15,15,18,0.17142857142857143,4,7,2.4,5,1.3063945294843617,0.7999039690688715,0.33329332044536314,1.116656152533767,1.5502560930875222,3.2348424786180336,0.7524340100294108,0.42666666666666664,7,3,0.4511;0.7257;0.9318,0.9725610352533389,0.2932009458072444,300,0.2887698486762986,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.6338946091175057,1.0,ICO_CANDIDATE
asymmetric,12,120,0.08220960821861303,0.3418729499066152,0.4773199717732123,237,21,21,29,0.1380952380952381,3,11,2.761904761904762,4,1.0190921218587,0.8497398186073636,0.3076644170819765,1.1879634887528658,2.9309833972625454,7.455196682004791,0.488605786694983,0.611111111111111,15,2,0.566;0.9391,0.621432840340945,0.007484473441545762,300,0.19921993516497272,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.6678818503036561,1.0,ICO_CANDIDATE
asymmetric,13,120,0.0820246845655345,0.33439202259405904,0.5047668567422962,193,20,20,23,0.12105263157894737,6,6,2.3,4,1.004987562112089,0.6976398736856336,0.3033216842111451,1.205193411716283,1.6576084535869284,3.8063531929497034,0.6092748765505175,0.6583333333333333,9,5,0.3162;0.5612;0.8049;0.8883;0.951,0.5514645043135573,0.17175594808398345,31,0.2634921505879266,1,1,1,1,0,0,0,0,moderate,directed,directed proto-topology,1.0,0.5634237561340527,1.0,ICO_CANDIDATE
