j_name,seed,final_states,final_avg_p,track_count,stable_tracks,node_count,edge_count,component_count,largest_component,mean_degree,max_degree,mean_edge_K,mean_edge_d,mean_geodesic_d,max_geodesic_d,final_avg_memory,final_max_memory
metric_exp,38,120,0.11044869880942013,164,30,30,31,6,12,2.066666666666667,4,0.39764923639199523,0.9689428627199154,3.2620318131430808,7.669209895529505,0.3709839679049248,0.5047668567422962
metric_exp,39,40,0.03927507877515514,144,36,36,42,6,15,2.3333333333333335,5,0.41867042043406555,0.9308115863811112,2.73625376032649,6.928742055764346,0.36098684963954797,0.5047668567422962
metric_exp,40,120,0.07879963567045117,207,25,25,29,7,8,2.32,6,0.42370419511810803,0.9190121575225058,1.4294733990939867,3.3979003599339244,0.4226691705131157,0.5047668567422962
metric_exp,41,120,0.09673800060694374,138,31,31,32,6,10,2.064516129032258,4,0.4161614016678616,0.9075371390375652,2.310185324662114,5.304606401405464,0.30037189154280514,0.5047668567422962
metric_exp,42,120,0.08223047160799066,179,29,29,33,6,9,2.2758620689655173,4,0.4468581623765023,0.8766288269643947,1.8880091610881704,5.173246633892484,0.39847599320223415,0.5047668567422962
metric_exp,43,120,0.14882816700419726,138,39,39,47,8,17,2.41025641025641,6,0.39184378131715486,0.9767164710217159,3.195111537541605,8.79041185782195,0.2672115665855857,0.5047668567422962
metric_exp,44,120,0.10945106733258811,162,32,32,39,5,11,2.4375,4,0.42565338039304623,0.8931526771458917,2.665516739742787,7.609173378370764,0.18946169765953944,0.5047668567422962
metric_exp,45,120,0.10526756475488379,153,32,32,45,6,12,2.8125,6,0.3791172017617809,1.0214038191819126,2.020217739900544,4.840085968526717,0.3574354757289206,0.5047668567422962
metric_exp,46,120,0.08843392639104176,170,24,24,18,10,9,1.5,4,0.3931595809878141,0.9734135111520745,2.188698897197816,5.0686600267815525,0.42681768934413405,0.5047668567422962
metric_exp,47,120,0.1390344005138227,155,30,30,43,6,12,2.8666666666666667,5,0.436965699612374,0.8949545553527036,2.1894191698965235,6.188597163807113,0.23523439176949804,0.5047668567422962
metric_exp,48,120,0.08146451517281046,151,29,29,34,6,15,2.3448275862068964,4,0.38145881789537794,0.9976843573525858,2.860497566769085,7.446818023476747,0.3740720172860922,0.5047668567422962
metric_exp,49,120,0.07721100200640743,160,27,27,22,10,5,1.6296296296296295,4,0.3966169219951791,0.9821930123062588,1.481954268388287,3.548865117483434,0.3841676914963692,0.5047668567422962
cosine_resonance,0,120,0.16473633611777735,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,1,120,0.16486400153229627,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,2,120,0.16661205951949612,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,3,120,0.1579436977867927,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,4,120,0.1703110202917955,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,5,120,0.16813051238597493,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,6,120,0.15161288527377456,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,7,120,0.15459051983557975,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,8,120,0.1518876007582241,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,9,120,0.1554174432461332,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,10,120,0.16812067550369605,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,11,120,0.1570120176367992,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,12,120,0.15240380741595022,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,13,120,0.1544767907238286,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,14,120,0.15500091552159992,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,15,120,0.1628641188548657,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,16,120,0.15498058189452857,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,17,120,0.15248912100737386,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,18,120,0.14971582284609275,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,19,120,0.1467349972157047,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,20,120,0.16271257074621356,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,21,120,0.14609283071592713,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,22,120,0.15371640404623851,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,23,120,0.14800579131601235,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,24,120,0.14565759428063765,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,25,120,0.14877842508151287,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,26,120,0.1721140178904323,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,27,120,0.14904457998691528,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,28,120,0.15946085612900268,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,29,120,0.16016164181201642,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,30,120,0.142597097431592,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,31,120,0.18156075286697432,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,32,120,0.1529402719463551,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,33,120,0.1461500030229269,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,34,120,0.15449954431643045,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,35,120,0.15739219879012706,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,36,120,0.16550766347816506,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,37,120,0.15943747400929795,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,38,120,0.14861499424329053,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,39,120,0.14690023316721834,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,40,120,0.15977143620754114,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,41,120,0.14939160401661652,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,42,120,0.15902996748016582,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,43,120,0.1570628945308376,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,44,120,0.163568152344921,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,45,120,0.1661574564522956,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,46,120,0.14693366093986443,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,47,120,0.1500015733665187,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,48,120,0.15704276265674438,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
cosine_resonance,49,120,0.15208906615404558,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,0,120,0.14653771884914632,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,1,120,0.15368242509611452,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,2,120,0.15589045935931298,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,3,120,0.13786685313225153,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,4,120,0.15217640875884006,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,5,120,0.14823592397339425,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,6,120,0.13680106598696642,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,7,120,0.13562530405664663,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,8,120,0.13811356629321975,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,9,120,0.1391329105302756,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,10,120,0.15477225392999855,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,11,120,0.143741653477635,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,12,120,0.13792127215717453,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,13,120,0.13896407943925518,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,14,120,0.14176364979684186,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,15,120,0.13867214731554248,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,16,120,0.13085456585752753,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,17,120,0.13708293465989566,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,18,120,0.1348109676685609,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,19,120,0.13069343459406504,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,20,120,0.14024961420136542,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,21,120,0.1321877005130062,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,22,120,0.13715223748520206,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,23,120,0.13613783828775905,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,24,120,0.13051282754013566,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,25,120,0.13621432025794597,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,26,120,0.15333099249593515,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,27,120,0.136077420855029,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,28,120,0.1431474784697729,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,29,120,0.13760526278271804,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,30,120,0.12812940386551774,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,31,120,0.15809216010365912,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,32,120,0.13068817000454666,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,33,120,0.13047934433825728,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,34,120,0.15212817627158837,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,35,120,0.14728352299697825,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,36,120,0.14289074906794322,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,37,120,0.13372852262948076,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,38,120,0.1333666154845246,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,39,120,0.13704681403999236,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,40,120,0.13362038246286076,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,41,120,0.13384735623845928,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,42,120,0.13567372840937345,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,43,120,0.1462293898888741,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,44,120,0.1376620126780458,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,45,120,0.1369670986950313,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,46,120,0.13763757948390465,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,47,120,0.1336884409953357,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,48,120,0.1442289841257436,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
mixed_resonance,49,120,0.13872557063856134,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,0,120,0.09975920554688461,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,1,120,0.10614092263914411,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,2,120,0.12055313918342918,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,3,120,0.08940227358044825,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,4,120,0.09926023343630903,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,5,120,0.10452719041521975,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5046896079853712,0.5047668567422962
threshold_resonance,6,120,0.09819608791749626,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5045899240017936,0.5047668567422962
threshold_resonance,7,120,0.0886369258030019,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5046495813999515,0.5047668567422962
threshold_resonance,8,120,0.10955620308897038,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,9,120,0.10271035434101146,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,10,120,0.09190534629754608,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,11,120,0.11516872907238322,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5046189733231061,0.5047668567422962
threshold_resonance,12,120,0.10846908127392511,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.504753987294045,0.5047668567422962
threshold_resonance,13,120,0.11160575474887027,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,14,120,0.10583895141559628,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,15,120,0.08998389942679753,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,16,120,0.10536315565153802,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047425238953507,0.5047668567422962
threshold_resonance,17,120,0.11314550758396202,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,18,120,0.11320652288785164,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,19,120,0.11660759606834081,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5029932525808868,0.5047668567422962
threshold_resonance,20,120,0.0978417648326057,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,21,120,0.10014035021557531,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,22,120,0.09377132873838738,2,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047655888843006,0.5047668567422962
threshold_resonance,23,120,0.09094319191804964,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,24,120,0.10242684808541959,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,25,120,0.08658919747061995,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047175983198535,0.5047668567422962
threshold_resonance,26,120,0.09663114540273202,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
threshold_resonance,27,120,0.1041008097257735,1,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5047668567422962,0.5047668567422962
